cluster,state,district,date_announced,date_last_onset,category,status,cases_new,cases_total,cases_active,tests,icu,deaths,recovered,summary_bm,summary_en
KLUSTER JALAN LAMA BAGAN TERAP,Selangor,SABAK BERNAM,10/8/2021,10/7/2021,workplace,ended,0,17,0,52,0,0,17,,
KLUSTER JALAN BACHOK DUA,Kelantan,"BACHOK, TUMPAT, KOTA BHARU",10/8/2021,10/7/2021,highRisk,ended,0,10,0,18,0,0,10,,
KLUSTER INDUSTRI JALAN KECAPI 33/2,Selangor,KLANG,10/8/2021,10/10/2021,workplace,ended,0,27,0,125,0,0,27,,
KLUSTER TAPAK BINA TAMAN CHANGKAT ISKANDAR,Perak,PERAK TENGAH,10/8/2021,13/10/2021,workplace,ended,0,30,0,57,0,0,30,,
KLUSTER KAMPUNG SUNGAI UBI,Pahang,CAMERON HIGHLANDS,10/8/2021,20/10/2021,community,ended,0,120,0,267,0,0,120,"Kes indeks bagi kluster ini merupakan Kes No.2293611, lelaki, Warganegara Malaysia, berumur 34 tahun yang dilaporkan positif COVID-19 pada 5 Oktober 2021 hasil saringan individu bergejala. Kes mula bergejala pada 4 Oktober 2021. Nama kluster ini merujuk kepada lokaliti di mana penularan kes-kes dilaporkan berlaku iaitu di Kampung Sungai Ubi, Tanah Rata, Cameron Highlands.","The index case for this cluster is Case No.2293611, a male Malaysian citizen aged 34 years who reported positive for COVID-19 on 5th October 2021 due to screening of symptomatic individuals. The case began to develop symptoms on 4th October 2021. The name of this cluster refers to the locality where the spread of cases was reported to occur, namely in Kampung Sungai Ubi, Tanah Rata, Cameron Highlands."
KLUSTER RUMPUN MAKMUR,Pahang,TEMERLOH,10/8/2021,24/10/2021,community,ended,0,68,0,94,0,0,68,"Kes indeks bagi kluster ini merupakan Kes No. 2276059, lelaki, Warganegara Malaysia, berumur 42 tahun yang dilaporkan positif COVID-19 pada 3 Oktober 2021 hasil saringan individu bergejala. Kes mula bergejala pada 26 September 2021. Nama kluster ini merujuk kepada lokaliti di mana penularan kes-kes dilaporkan berlaku iaitu di Kampung Rumpun Makmur, Mukim Jenderak, Temerloh.","The index case for this cluster is Case No. 2276059, a male Malaysian citizen aged 42 years who reported positive COVID-19 on 3rd October 2021 due to symptomatic individual screening. The case began to develop symptoms on 26th September 2021. The name of this cluster refers to the locality where the spread of cases was reported to occur, namely in Kampung Rumpun Makmur, Mukim Jenderak, Temerloh."
KLUSTER INDUSTRI TEKNOLOGI CHENG SEMBILAN,Melaka,MELAKA TENGAH,10/8/2021,25/10/2021,workplace,ended,0,72,0,214,0,0,72,"Kluster ini dikenalpasti hasil saringan bersasar di tempat kerja melibatkan pekerja-pekerja sebuah kilang yang terletak berhampiran Taman Teknologi Cheng 9, Cheng Industrial Estate, Melaka Tengah.","The cluster identification resulted from targeted screening at the workplace involving workers of a factory near Cheng 9 Technology Park, Cheng Industrial Estate, Melaka Tengah."
KLUSTER JALAN MAKTAB SUNGAI BESI,W.P. Kuala Lumpur,"CHERAS, TITIWANGSA",10/8/2021,30/10/2021,education,ended,0,209,0,449,0,0,209,"Kluster ini melibatkan pelajar-pelajar di sebuah pusat pendidikan yang terletak di Jalan Sungai Besi, Cheras. Kes indeks bagi kluster ini merupakan Kes No. 2318443, lelaki,  Warganegara Malaysia, berumur 17 tahun yang dilaporkan positif COVID-19 pada 8 Oktober 2021 hasil saringan individu bergejala. Kes mula bergejala pada 1 Oktober 2021","This cluster involves students at an educational centre located at Jalan Sungai Besi, Cheras. The index case for this cluster is Case No. 2318443, a male Malaysian citizen aged 17 years who reported positive COVID-19 on 8th October 2021 due to symptomatic individual screening. The case began to develop symptoms on 1st October 2021."
KLUSTER PERSIARAN UTAMA KULAI,Johor,KULAI,11/8/2021,11/8/2021,workplace,ended,0,6,0,17,0,0,6,"Kluster ini melibatkan kakitangan sebuah pusat penginapan yang terletak di Jalan Persiaran Golf off Jalan Jumbo, Senai. Kes indeks bagi kluster ini merupakan Kes No. 2507510, lelaki, Warganegara Malaysia, berumur 27 tahun yang dilaporkan positif COVID-19 pada 8 November 2021 hasil saringan individu bergejala. Kes mula bergejala pada 1 November 2021.","The cluster involves the staff of an accommodation centre located at Jalan Persiaran Golf off Jalan Jumbo, Senai. The index case for this cluster is Case No. 2507510, a male Malaysian citizen aged 27 years who reported positive for COVID-19 on 8th November 2021 due to symptomatic individual screening. The case experienced symptoms starting on 1st November 2021."
KLUSTER PUTRA SEBELAS,"W.P. Kuala Lumpur,W.P. Putrajaya","PUTRAJAYA, CHERAS",11/8/2021,11/11/2021,education,ended,0,11,0,33,0,0,11,"Kluster ini melibatkan pelajar-pelajar dan kakitangan sebuah pusat pendidikan yang terletak di Presint 11, Putrajaya. Kes indeks bagi kluster ini merupakan Kes No. 2497241, kanak-kanak lelaki, Warganegara Malaysia, berumur 6 tahun yang dilaporkan positif COVID-19 pada 5 November 2021 hasil saringan individu bergejala. Kes mula bergejala pada 24 Oktober 2021.","This cluster involves students and staff of an educational centre located in Precinct 11, Putrajaya. The index case for this cluster is Case No. 2497241, a Malaysian citizen aged six years who reported positive for COVID-19 on 5th November 2021 due to symptomatic individual screening. The case experienced symptoms starting on 24th October 2021."
KLUSTER DAH BATU ENAM,Kedah,KULIM,11/8/2021,13/11/2021,workplace,ended,0,55,0,122,0,0,55,"Kluster ini dikenalpasti hasil saringan bersasar di tempat kerja melibatkan pekerja-pekerja sebuah premis perniagaan yang terletak di Kampung Batu Enam, Lunas, Kulim.","This cluster identification resulted from targeted screening at the workplace involving employees of business premises located in Kampung Batu Enam, Lunas, Kulim."
KLUSTER INDUSTRI BATU JONG,Kelantan,"KUALA KRAI, MACHANG",11/8/2021,15/11/2021,workplace,ended,0,52,0,219,0,0,52,"Kluster ini melibatkan pekerja-pekerja sebuah kilang yang terletak di Jalan Stapunal, Batu Jong, Kuala Krai. Kes indeks bagi kluster ini merupakan Kes No. 2495877, lelaki, Warganegara Malaysia, berumur 47 tahun yang dilaporkan positif COVID-19 pada 5 November 2021 hasil saringan individu bergejala. Kes mula bergejala pada 1 November 2021.","This cluster involves workers of a factory located at Jalan Stapunal, Batu Jong, Kuala Krai. The index case for this cluster is Case No. 2495877, a male Malaysian citizen aged 47 years who reported positive for COVID-19 on 5th November 2021 due to symptomatic individual screening. The case experienced symptoms starting on 1st November 2021."
KLUSTER JALAN WARISAN INDAH,Selangor,SEPANG,11/8/2021,21/11/2021,detentionCentre,ended,0,31,0,92,0,0,31,"Kluster ini dikenalpasti hasil saringan bersasar melibatkan tahanan-tahanan di sebuah pusat tahanan yang terletak di Jalan Warisan Indah 8/6, Kota Warisan, Sepang.","This cluster identification resulted from targeted screening involving detainees at a detention centre located at Jalan Warisan Indah 8/6, Kota Warisan, Sepang."
KLUSTER LINGKARAN BUDI,W.P. Kuala Lumpur,LEMBAH PANTAI,11/8/2021,11/12/2021,education,ended,0,14,0,25,0,0,14,"Kluster ini melibatkan pelajar-pelajar sebuah institusi pendidikan yang terletak berhampiran Lingkaran Budi, Lembah Pantai. Kes indeks bagi kluster ini merupakan Kes No. 2508170, lelaki, Warganegara Malaysia, berumur 21 tahun yang dilaporkan positif COVID-19 pada 8 November 2021 hasil saringan individu bergejala. Kes mula bergejala pada 1 November 2021.","This cluster involves students of an educational institution located near Lingkaran Budi, Lembah Pantai. The index case for this cluster is Case No. 2508170, a male Malaysian citizen aged 21 years who reported positive for COVID-19 on 8th November 2021 due to symptomatic individual screening. The case experienced symptoms starting on 1st November 2021."
KLUSTER JALAN REKANG HULU,Kelantan,BACHOK,12/8/2021,12/7/2021,education,ended,0,8,0,56,0,0,8,"Kluster ini melibatkan pelajar-pelajar sebuah pusat pendidikan yang terletak di Jalan Rekang Hulu, Bachok. Kes indeks bagi kluster ini merupakan lelaki, Warganegara Malaysia, berumur 22 tahun yang dilaporkan positif COVID-19 pada 1 Disember 2021 hasil saringan individu bergejala. Kes mula bergejala pada 26 November 2021","This cluster involves the students of an educational center located in Jalan Rekang Hulu. The index case for this cluster was a male, 22 years old Malaysian citizen, who was reported positive for COVID-19 on 1st December 2021 as a result of symptomatic individual screening. The case started symptomatic on 26th November 2021."
KLUSTER JALAN EHSAN FASA DUA,Selangor,SABAK BERNAM,12/8/2021,12/7/2021,community,ended,0,10,0,21,0,0,10,"Kluster ini melibatkan individu-individu yang terlibat dalam majlis perkahwinan di Jalan Ehsan Fasa 2, Taman Ehsan, Sungai Besar. Kes indeks bagi kluster ini merupakan seorang lelaki, Warganegara Malaysia, berumur 70 tahun yang dilaporkan positif COVID-19 pada 24 November 2021 hasil saringan individu bergejala. Kes mula bergejala pada 22 November 2021.","This cluster involves individuals in a wedding ceremony at Jalan Ehsan Fasa 2, Taman Ehsan, Sungai Besar. The index case for this cluster was a male, a Malaysian citizen, aged 70 years who reported positive for COVID-19 on 24th November 2021 as a result of symptomatic individual screening. The case became symptomatic on 22nd November 2021."
KLUSTER JALAN RAJA SYED HASSAN,Perlis,KANGAR,12/8/2021,12/7/2021,education,ended,0,7,0,463,0,0,7,"Kluster ini melibatkan kakitangan sebuah pusat pendidikan yang terletak di Jalan Raja Syed Hassan, Arau. Kes indeks bagi kluster ini merupakan perempuan, Warganegara Malaysia, berumur 38 tahun yang dilaporkan positif COVID-19 pada 4 Disember 2021 hasil saringan individu bergejala. Kes mula bergejala pada 1 Disember 2021","This cluster involves the staff of an educational center located in Jalan Raja Syed Hassan, Arau. The index case for this cluster was a female, 38 years old Malaysian citizen, who was reported positive for COVID-19 on 4th December 2021 as a result of symptomatic individual screening. The case became symptomatic on 1st December 2021."
KLUSTER INDUSTRI JALAN LAPAN 2,Kelantan,"KOTA BHARU, TUMPAT, PASIR MAS",12/8/2021,12/8/2021,workplace,ended,0,13,0,55,0,0,13,"Kluster ini merupakan kluster berulang kali kedua melibatkan pekerja-pekerja sebuah kilang di Jalan 8, Pengkalan Chepa 2 Industrial Zone, Kota Bharu. Kes indeks bagi kluster ini merupakan lelaki, Warganegara Malaysia, berumur 28 tahun yang dilaporkan positif COVID-19 pada 22 November 2021 hasil saringan individu bergejala. Kes mula bergejala pada 20 November 2021","This cluster is the second recurring cluster involving workers in a factory located at the Jalan 8, Pengkalan Chepa 2 Industrial Zone, Kota Bharu. The index case for this cluster was a 28 years old Malaysian gentleman, who was reported positive for COVID-19 on 22nd November 2021 as a result of symptomatic individual screening. The case became symptomatic on 20th November 2021."
KLUSTER TINGKAT SELAMAT ENAM,"Kedah,Pulau Pinang","SEBERANG PERAI UTARA, SEBERANG PERAI TENGAH, KULIM",12/8/2021,12/9/2021,workplace,ended,0,35,0,67,0,0,35,"Kluster ini melibatkan pekerja-pekerja sebuah kilang yang tinggal di asrama pekerja di Tingkat Selamat 6, Kampung Selamat, Tasek Gelugor. Kes indeks bagi kluster ini merupakan lelaki, Warganegara Malaysia, berumur 32 tahun yang dilaporkan positif COVID-19 pada 29 November 2021 hasil saringan individu bergejala. Kes mula bergejala pada 25 November 2021.","This cluster involves workers in a factory that lived in a workers hostel located at Tingkat Selamat 6, Kampung Selamat, Tasek Gelugor. The index case for this cluster is a male, 32-year-old Malaysian citizen who reported positive for COVID-19 on 29th November 2021 as a result of symptomatic individual screening. The case became symptomatic on 25th November 2021."
KLUSTER INDUSTRI KILOMETER 25 JALAN GAMBANG,Pahang,KUANTAN,12/8/2021,12/9/2021,workplace,ended,0,19,0,81,0,0,19,"Kluster ini melibatkan pekerja-pekerja sebuah kilang yang terletak di Kilometer 25, Jalan Gambang, Kuantan. Kes indeks bagi kluster ini merupakan lelaki, Warganegara Malaysia, berumur 25 tahun yang dilaporkan positif COVID-19 pada 6 Disember 2021 hasil saringan individu bergejala. Kes mula bergejala pada 2 Disember 2021","This cluster involves workers in a factory at Kilometer 25, Jalan Gambang, Kuantan. The index case for this cluster is a male, 25-year-old Malaysian citizen who reported positive for COVID-19 on 6th December 2021 as a result of workplace screening. The case started symptomatic on 2nd December 2021."
KLUSTER BUKIT ILMU 2,Kelantan,MACHANG,12/8/2021,12/9/2021,education,ended,0,10,0,203,0,0,10,"Kluster ini merupakan kluster berulang kali kedua yang melibatkan pelajar-pelajar sebuah pusat pendidikan yang terletak di Bukit Ilmu, Machang. Kes indeks bagi kluster ini merupakan perempuan, Warganegara Malaysia, berumur 18 tahun yang dilaporkan positif COVID-19 pada 3 Disember 2021 hasil saringan individu bergejala. Kes mula bergejala pada 30 November 2021.","This cluster is the second recurring cluster involves the students of an educational center located at Bukit Ilmu, Machang. The index case for this cluster is a woman, 18 years old Malaysian citizen, who was reported positive for COVID-19 on 3rd December 2021 as a result of symptomatic individual screening. The case became symptomatic on 30th November 2021."
KLUSTER INDUSTRI SEELONG SENAI,Johor,KULAI,12/8/2021,12/10/2021,workplace,ended,0,23,0,39,0,0,23,"Kluster ini dikenalpasti hasil saringan bersasar di tempat kerja melibatkan pekerja-pekerja sebuah kilang yang terletak di Jalan Seelong-Senai, Senai Industrial Park Seelong, Senai","This cluster is identified as a result of targeted screening involving workers of factory located in Jalan Seelong-Senai, Senai Industrial Park Seelong, Senai."
KLUSTER MAMBANG BERULANG,Pahang,TEMERLOH,12/8/2021,12/12/2021,community,ended,0,25,0,77,0,0,25,"Kes indeks bagi kluster ini merupakan seorang lelaki, Warganegara Malaysia, berumur 40 tahun yang dilaporkan positif COVID-19 pada 29 November 2021 hasil saringan individu bergejala. Kes mula bergejala pada 26 November 2021. Nama kluster ini merujuk kepada lokaliti di mana penularan kes-kes dilaporkan berlaku iaitu di Kampung Mambang Berulang, Temerloh.","The index case for this cluster is a 40 years old Malaysian male, who reported positive for COVID-19 on 29th November 2021 as a result of symptomatic individual screening. Case became symptomatic on 26th November 2021. The name of this cluster refers to the locality where the spread of cases was reported, namely in Kampung Mambang Berulang, Temerloh."
KLUSTER INDUSTRI JALAN PERMATANG PAUH,"Kedah,Pulau Pinang","SEBERANG PERAI UTARA, SEBERANG PERAI TENGAH, KUALA MUDA, KULIM",12/8/2021,15/12/2021,workplace,ended,0,38,0,170,0,0,38,"Kluster ini melibatkan pekerja-pekerja sebuah kilang di Jalan Permatang Pauh, Butterworth. Kes indeks bagi kluster ini merupakan lelaki, Warganegara Malaysia, berumur 23 tahun yang dilaporkan positif COVID-19 pada 8 Disember 2021 hasil saringan pra-pekerjaan. Kes adalah tidak bergejala.","This cluster involves workers in a factory at Jalan Permatang Pauh, Butterworth. The index case for this cluster is a male, 23-year-old Malaysian citizen who reported positive for COVID-19 on 8th December 2021 as a result of workplace screening. The case are asymptomatic."
KLUSTER PERSIARAN PENDIDIKAN NILAI,Negeri Sembilan,SEREMBAN,12/8/2021,19/12/2021,education,ended,0,53,0,452,0,0,53,"Kluster ini melibatkan pelajar-pelajar sebuah pusat pendidikan yang terletak di Kompleks Pendidikan Nilai, Bandar Enstek, Labu. Kes indeks bagi kluster ini merupakan lelaki, Warganegara Malaysia, berumur 20 tahun yang dilaporkan positif COVID-19 pada 7 Disember 2021 hasil saringan individu bergejala. Kes mula bergejala pada 3 Disember 2021.","This cluster involves the students of an educational center located in Kompleks Pendidikan Nilai, Bandar Enstek, Labu. The index case for this cluster was a male, 20 years old Malaysian citizen, who was reported positive for COVID-19 on 7th December 2021 as a result of symptomatic individual screening. The case became symptomatic on 3rd December 2021."
KLUSTER JALAN TUARAN BAKUT,Sabah,TUARAN,12/8/2021,23/12/2021,education,ended,0,57,0,299,0,0,57,"Kluster ini melibatkan pelajar-pelajar dan kakitangan sebuah pusat pendidikan yang terletak di Kampung Bakut, Tuaran. Kes indeks bagi kluster ini merupakan perempuan, Warganegara Malaysia, berumur 20 tahun yang dilaporkan positif COVID-19 pada 27 November 2021 hasil saringan individu bergejala. Kes mula bergejala pada 23 November 2021","This cluster involves the students of an educational center located in Kampung Bakut, Tuaran. The index case for this cluster was a female, 20 years old Malaysian citizen, who was reported positive for COVID-19 on 27th November 2021 as a result of symptomatic individual screening. The case became symptomatic on 23rd November 2021."
KLUSTER INDUSTRI BATU 5 1/2 SUNGAI PULOH,Selangor,KLANG,12/8/2021,23/12/2021,workplace,ended,0,36,0,91,0,0,36,"Kluster ini dikenalpasti hasil saringan bersasar di tempat kerja melibatkan pekerja-pekerja sebuah kilang yang terletak di Jalan Sungai Puloh, Off Jalan Kapar 5 ½ Miles, Klang","This cluster is identified as a result of targeted screening involving workers of factory located in Jalan Sungai Puloh, Off Jalan Kapar 5 1/2 Miles, Klang."
KLUSTER LONG MAKTUB,Sarawak,"SEBAUH, BINTULU",13/8/2021,9/1/2021,community,ended,0,15,0,34,0,0,15,,
KLUSTER INDUSTRI JALAN RAWANG,Selangor,"GOMBAK, HULU SELANGOR",13/8/2021,10/2/2021,workplace,ended,0,44,0,54,0,0,44,,
KLUSTER JALAN MUTIARA ENAM PLENTONG,Johor,JOHOR BAHRU,13/8/2021,9/4/2021,highRisk,ended,0,53,0,93,0,5,48,,
KLUSTER TAPAK BINA LINGKARAN CASSIA,Pulau Pinang,SEBERANG PERAI SELATAN,13/8/2021,9/5/2021,workplace,ended,0,128,0,430,0,0,128,,
KLUSTER INDUSTRI JALAN KORPORAT,Selangor,"KLANG, PETALING, KUALA SELANGOR",13/8/2021,9/6/2021,workplace,ended,0,36,0,384,0,0,36,,
KLUSTER JALAN BANK KUANTAN,Pahang,KUANTAN,13/8/2021,9/6/2021,workplace,ended,0,44,0,373,0,0,44,,
KLUSTER TAPAK BINA VILLAGE ROAD,Negeri Sembilan,SEREMBAN,13/8/2021,13/8/2021,workplace,ended,0,121,0,140,0,0,121,,
KLUSTER KAMPUNG KEDAI MENANTI,Kelantan,PASIR PUTEH,13/8/2021,13/8/2021,community,ended,0,16,0,23,0,1,15,,
KLUSTER INDUSTRI MAHKOTA UTAMA,Selangor,HULU LANGAT,13/8/2021,14/8/2021,workplace,ended,0,50,0,94,0,0,50,,
KLUSTER JALAN PADANG RENGAS,W.P. Kuala Lumpur,KEPONG,13/8/2021,14/8/2021,highRisk,ended,0,19,0,30,0,1,18,,
KLUSTER LADANG JALAN SEGAMAT,Johor,TANGKAK,13/8/2021,14/8/2021,workplace,ended,0,26,0,232,0,0,26,,
KLUSTER INDUSTRI JALAN 1/44 PENGKALAN CHEPA,Kelantan,"KOTA BHARU, BACHOK",13/8/2021,16/8/2021,workplace,ended,0,16,0,24,0,0,16,,
KLUSTER TAPAK BINA PERSIARAN BAYU,Selangor,KUALA LANGAT,13/8/2021,17/8/2021,workplace,ended,0,26,0,63,0,0,26,,
KLUSTER DONGGONGON,Sabah,"PENAMPANG, KOTA KINABALU",13/8/2021,18/8/2021,workplace,ended,0,28,0,44,0,0,28,,
KLUSTER KRAU SATU,Pahang,RAUB,13/8/2021,20/8/2021,community,ended,0,20,0,81,0,0,20,,
KLUSTER JALAN LURAH UTAMA,Johor,JOHOR BAHRU,13/8/2021,20/8/2021,highRisk,ended,0,83,0,151,0,7,76,,
KLUSTER TELAGA 2,Kedah,"KOTA SETAR, KUBANG PASU, PADANG TERAP, PENDANG, SIK, YAN, KUALA MUDA",13/8/2021,21/8/2021,highRisk,ended,0,129,0,283,0,5,124,,
KLUSTER GUNONG BACHOK,"Kelantan,Terengganu","BACHOK, BESUT",13/8/2021,23/8/2021,workplace,ended,0,40,0,66,0,0,40,,
KLUSTER JALAN LOGAN,Pulau Pinang,TIMUR LAUT,13/8/2021,23/8/2021,highRisk,ended,0,31,0,41,0,5,26,,
KLUSTER INDUSTRI JAYA GADING,Pahang,KUANTAN,13/8/2021,24/8/2021,workplace,ended,0,13,0,78,0,0,13,,
KLUSTER KAMPUNG PAUH LIMA 2,Kelantan,KOTA BHARU,13/8/2021,25/8/2021,community,ended,0,17,0,22,0,0,17,,
KLUSTER NIPAH DATUK,Perak,"HILIR PERAK, BAGAN DATUK",13/8/2021,25/8/2021,community,ended,0,41,0,86,0,1,40,,
KLUSTER TAPAK BINA KLUANG BARAT,Johor,KLUANG,13/8/2021,25/8/2021,workplace,ended,0,126,0,136,0,0,126,,
KLUSTER INDUSTRI LINGKARAN MOHAMED SATU,Selangor,"KLANG, PETALING, KUALA SELANGOR",13/8/2021,26/8/2021,workplace,ended,0,213,0,437,0,0,213,,
KLUSTER INDUSTRI JALAN INDAH BAGAN,Selangor,SABAK BERNAM,13/8/2021,26/8/2021,workplace,ended,0,44,0,71,0,0,44,,
KLUSTER JALAN CEP SATU KLUANG,Johor,"KLUANG, KULAI",13/8/2021,26/8/2021,highRisk,ended,0,40,0,125,0,1,39,,
KLUSTER KAMPUNG SUNGAI SAM,Kelantan,KUALA KRAI,13/8/2021,26/8/2021,community,ended,0,67,0,214,0,2,65,,
KLUSTER PANTAI SENOK TAWANG,Kelantan,"BACHOK, KOTA BHARU",13/8/2021,27/8/2021,education,ended,0,52,0,83,0,0,52,,
KLUSTER BULUH TELUR,Selangor,HULU SELANGOR,13/8/2021,27/8/2021,community,ended,0,16,0,28,0,0,16,,
KLUSTER DAH TAPAK BINA PANTAI,Kedah,LANGKAWI,13/8/2021,27/8/2021,workplace,ended,0,230,0,417,0,0,230,,
KLUSTER KAMPUNG BUKIT CINA PASIR AKAR,Terengganu,BESUT,13/8/2021,27/8/2021,community,ended,0,75,0,926,0,1,74,,
KLUSTER JALAN MELAKA JASIN,Melaka,JASIN,13/8/2021,27/8/2021,highRisk,ended,0,25,0,37,0,0,25,,
KLUSTER SYAHBANDAR PERAMU,Pahang,PEKAN,13/8/2021,28/8/2021,education,ended,0,28,0,221,0,0,28,,
KLUSTER INDUSTRI JALAN TUN ABDUL MAJID,Johor,"KOTA TINGGI, KLUANG",13/8/2021,29/8/2021,workplace,ended,0,148,0,526,0,0,148,,
KLUSTER INDUSTRI PERSIARAN RAHMAN PUTRA TIGA,Selangor,"GOMBAK, KUALA SELANGOR, PETALING",13/8/2021,28/10/2021,workplace,ended,0,106,0,291,0,0,106,"Kluster ini dikenalpasti hasil saringan bersasar di tempat kerja melibatkan pekerja-pekerja di sebuah syarikat permotoran yang terletak di  Persiaran Bukit Rahman Putra 3, Gombak.","This cluster identification resulted from targeted screening at the workplace involving employees in a motoring company located at Persiaran Bukit Rahman Putra 3, Gombak."
KLUSTER INDUSTRI SUNGAI PINANG 4/2,Selangor,KLANG,13/8/2021,8/12/2021,workplace,ended,0,87,0,285,0,0,87,,
KLUSTER HILIR SUNGAI KLUANG SATU,Pulau Pinang,"BARAT DAYA, TIMUR LAUT, SEBERANG PERAI TENGAH, SEBERANG PERAI SELATAN",13/8/2021,8/12/2021,workplace,ended,0,27,0,85,0,0,27,,
KLUSTER INDUSTRI JALAN TPP LIMA,Selangor,PETALING,13/8/2021,8/12/2021,workplace,ended,0,18,0,31,0,0,18,,
KLUSTER KAMPUNG TASEK,Perak,HULU PERAK,13/8/2021,8/12/2021,community,ended,0,14,0,54,0,0,14,,
KLUSTER JALAN PAYA TERUBONG,Pulau Pinang,TIMUR LAUT,13/8/2021,8/12/2021,highRisk,ended,0,19,0,40,0,0,19,,
KLUSTER INDUSTRI BUKIT BELIMBING 26,Selangor,"PETALING, KLANG, KUALA SELANGOR, KUALA LANGAT",13/8/2021,9/12/2021,workplace,ended,0,98,0,2599,0,0,98,,
KLUSTER PENJARA SEBERANG PERAI 2,Pulau Pinang,SEBERANG PERAI SELATAN,14/8/2021,10/3/2021,detentionCentre,ended,0,199,0,543,0,0,199,,
KLUSTER KAMPUNG BUSUT JIN,Pahang,TEMERLOH,14/8/2021,9/4/2021,community,ended,0,55,0,56,0,1,54,,
KLUSTER INDUSTRI TANGGA BATU,Melaka,"MELAKA TENGAH, ALOR GAJAH",14/8/2021,9/6/2021,workplace,ended,0,773,0,866,0,2,771,,
KLUSTER SUNGAI MENOK,Sarawak,BELURU,14/8/2021,9/6/2021,community,ended,0,48,0,88,0,0,48,,
KLUSTER JALAN LIM HOE LEK,Pahang,KUANTAN,14/8/2021,9/8/2021,workplace,ended,0,27,0,66,0,0,27,,
KLUSTER LINTANG BAYAN LEPAS LAPAN,"Pulau Pinang,Perak","BARAT DAYA, SEBERANG PERAI UTARA, SEBERANG PERAI TENGAH, SEBERANG PERAI SELATAN, TIMUR LAUT, KERIAN",14/8/2021,10/8/2021,workplace,ended,0,273,0,2160,0,0,273,,
KLUSTER INDUSTRI I-PARK LIMA,Johor,KULAI,14/8/2021,13/8/2021,workplace,ended,0,7,0,29,0,0,7,,
KLUSTER TAPAK BINA DAMAI 2,W.P. Kuala Lumpur,CHERAS,14/8/2021,13/8/2021,workplace,ended,0,57,0,247,0,0,57,,
KLUSTER PERINDUSTRIAN JALAN IDAMAN,Johor,KULAI,14/8/2021,13/8/2021,workplace,ended,0,59,0,89,0,0,59,,
KLUSTER TAPAK BINA BUKIT SEMENYIH 3,Selangor,HULU LANGAT,14/8/2021,14/8/2021,workplace,ended,0,70,0,152,0,0,70,,
KLUSTER BATU TUJUH KAMPUNG SALOR,Kelantan,KOTA BHARU,14/8/2021,15/8/2021,community,ended,0,22,0,30,0,0,22,,
KLUSTER KAMPUNG CHERANG PANJI,Kelantan,"KOTA BHARU, PASIR MAS, TANAH MERAH",14/8/2021,16/8/2021,workplace,ended,0,18,0,31,0,0,18,,
KLUSTER INDUSTRI PERSIARAN JAYA,Selangor,HULU LANGAT,14/8/2021,19/8/2021,workplace,ended,0,92,0,171,0,0,92,,
KLUSTER JALAN SAWMILL GUA MUSANG,Kelantan,GUA MUSANG,14/8/2021,19/8/2021,community,ended,0,40,0,62,0,0,40,,
KLUSTER RENOK BARU,Kelantan,GUA MUSANG,14/8/2021,19/8/2021,community,ended,0,15,0,27,0,0,15,,
KLUSTER CHIKU RENOK,Kelantan,GUA MUSANG,14/8/2021,19/8/2021,community,ended,0,12,0,18,0,0,12,,
KLUSTER LORONG BUNGA RAYA,Selangor,KLANG,14/8/2021,20/8/2021,highRisk,ended,0,52,0,73,0,0,52,,
KLUSTER TAMAN PERMATA KLUANG,Johor,KLUANG ,14/8/2021,20/8/2021,workplace,ended,0,30,0,121,0,0,30,,
KLUSTER KAMPUNG JELOR HILIR,Kelantan,"KOTA BHARU, PASIR PUTEH",14/8/2021,20/8/2021,community,ended,0,24,0,54,0,0,24,,
KLUSTER JALAN SIBU SATU,W.P. Kuala Lumpur,KEPONG,14/8/2021,21/8/2021,workplace,ended,0,11,0,38,0,0,11,,
KLUSTER INDUSTRI CYBER EMPAT,Johor,KULAI,14/8/2021,22/8/2021,workplace,ended,0,92,0,219,0,1,91,,
KLUSTER RAJA ALIAS TIGA,Negeri Sembilan,JEMPOL,14/8/2021,22/8/2021,community,ended,0,46,0,96,0,0,46,,
KLUSTER JERAM TEKOH,Kelantan,GUA MUSANG,14/8/2021,23/8/2021,community,ended,0,9,0,17,0,0,9,,
KLUSTER TAMAN INDAH LANDEH,Sarawak,KUCHING,14/8/2021,26/8/2021,community,ended,0,15,0,30,0,0,15,,
KLUSTER INDUSTRI JALAN PENGKALAN CHEPA,Kelantan,"KOTA BHARU, TUMPAT",14/8/2021,26/8/2021,workplace,ended,0,35,0,48,0,0,35,,
KLUSTER JALAN AWANG DAIK,Johor,MERSING,14/8/2021,26/8/2021,workplace,ended,0,55,0,371,0,0,55,,
